Quat_X	Quat_Y	Quat_Z	Quat_W	Roll(deg)	Pitch(deg)	Yaw(deg)
0.015163	0.001672	-0.311360	0.950169	1.591645	0.723074	-36.276765
0.015163	0.001672	-0.311360	0.950169	1.591645	0.723074	-36.276765
0.015163	0.001672	-0.311360	0.950169	1.591645	0.723074	-36.276765
0.015163	0.001672	-0.311360	0.950169	1.591645	0.723074	-36.276765
0.014894	0.001470	-0.310936	0.950313	1.569858	0.690779	-36.226030
0.019623	0.001494	-0.287603	0.957547	2.104617	0.810672	-33.420802
0.019623	0.001494	-0.287603	0.957547	2.104617	0.810672	-33.420802
0.019623	0.001494	-0.287603	0.957547	2.104617	0.810672	-33.420802
0.019623	0.001494	-0.287603	0.957547	2.104617	0.810672	-33.420802
0.016407	-0.000646	-0.300539	0.953628	1.815539	0.494457	-34.976999
0.016407	-0.000646	-0.300539	0.953628	1.815539	0.494457	-34.976999
0.016407	-0.000646	-0.300539	0.953628	1.815539	0.494457	-34.976999
0.016407	-0.000646	-0.300539	0.953628	1.815539	0.494457	-34.976999
0.016407	-0.000646	-0.300539	0.953628	1.815539	0.494457	-34.976999
0.009236	0.002794	-0.328806	0.944348	0.894288	0.650363	-38.389430
0.009236	0.002794	-0.328806	0.944348	0.894288	0.650363	-38.389430
0.009236	0.002794	-0.328806	0.944348	0.894288	0.650363	-38.389430
0.009236	0.002794	-0.328806	0.944348	0.894288	0.650363	-38.389430
0.009236	0.002794	-0.328806	0.944348	0.894288	0.650363	-38.389430
0.015311	0.004563	-0.376574	0.926249	1.428644	1.145097	-44.234917
0.015311	0.004563	-0.376574	0.926249	1.428644	1.145097	-44.234917
0.015311	0.004563	-0.376574	0.926249	1.428644	1.145097	-44.234917
0.015311	0.004563	-0.376574	0.926249	1.428644	1.145097	-44.234917
0.015311	0.004563	-0.376574	0.926249	1.428644	1.145097	-44.234917
0.014773	0.004812	-0.378090	0.925638	1.358895	1.150542	-44.422871
0.020065	0.004245	-0.441127	0.897210	1.849269	1.450870	-52.340069
0.020065	0.004245	-0.441127	0.897210	1.849269	1.450870	-52.340069
0.020065	0.004245	-0.441127	0.897210	1.849269	1.450870	-52.340069
0.020065	0.004245	-0.441127	0.897210	1.849269	1.450870	-52.340069
0.020072	0.004664	-0.440838	0.897350	1.829303	1.493726	-52.302832
0.023121	0.005180	-0.511642	0.858872	1.973290	1.865723	-61.533557
0.023121	0.005180	-0.511642	0.858872	1.973290	1.865723	-61.533557
0.023121	0.005180	-0.511642	0.858872	1.973290	1.865723	-61.533557
0.023121	0.005180	-0.511642	0.858872	1.973290	1.865723	-61.533557
0.023532	0.005720	-0.511637	0.858860	1.982151	1.942989	-61.532287
0.028525	0.000066	-0.582970	0.811993	2.652195	1.912064	-71.308612
0.028525	0.000066	-0.582970	0.811993	2.652195	1.912064	-71.308612
0.028525	0.000066	-0.582970	0.811993	2.652195	1.912064	-71.308612
0.028525	0.000066	-0.582970	0.811993	2.652195	1.912064	-71.308612
0.028414	-0.000088	-0.583139	0.811875	2.651740	1.890860	-71.332738
0.033936	-0.006693	-0.649431	0.759634	3.456216	1.943255	-80.997364
0.033936	-0.006693	-0.649431	0.759634	3.456216	1.943255	-80.997364
0.033936	-0.006693	-0.649431	0.759634	3.456216	1.943255	-80.997364
0.033936	-0.006693	-0.649431	0.759634	3.456216	1.943255	-80.997364
0.037039	-0.009591	-0.710459	0.702698	3.768933	2.243716	-90.555494
0.037039	-0.009591	-0.710459	0.702698	3.768933	2.243716	-90.555494
0.037039	-0.009591	-0.710459	0.702698	3.768933	2.243716	-90.555494
0.037039	-0.009591	-0.710459	0.702698	3.768933	2.243716	-90.555494
0.037039	-0.009591	-0.710459	0.702698	3.768933	2.243716	-90.555494
0.038063	-0.009164	-0.766266	0.641330	3.608253	2.669714	-100.060276
0.038063	-0.009164	-0.766266	0.641330	3.608253	2.669714	-100.060276
0.038063	-0.009164	-0.766266	0.641330	3.608253	2.669714	-100.060276
0.038063	-0.009164	-0.766266	0.641330	3.608253	2.669714	-100.060276
0.038063	-0.009164	-0.766266	0.641330	3.608253	2.669714	-100.060276
0.040155	-0.009345	-0.814526	0.578660	3.542440	3.129874	-109.121279
0.040155	-0.009345	-0.814526	0.578660	3.542440	3.129874	-109.121279
0.040155	-0.009345	-0.814526	0.578660	3.542440	3.129874	-109.121279
0.040155	-0.009345	-0.814526	0.578660	3.542440	3.129874	-109.121279
0.040155	-0.009345	-0.814526	0.578660	3.542440	3.129874	-109.121279
0.037094	-0.006896	-0.852810	0.520857	2.893677	3.215097	-117.089453
0.037094	-0.006896	-0.852810	0.520857	2.893677	3.215097	-117.089453
0.037094	-0.006896	-0.852810	0.520857	2.893677	3.215097	-117.089453
0.037094	-0.006896	-0.852810	0.520857	2.893677	3.215097	-117.089453
0.037094	-0.006896	-0.852810	0.520857	2.893677	3.215097	-117.089453
-0.027787	0.000099	0.877754	-0.478304	1.534957	2.790585	-122.789083
-0.027787	0.000099	0.877754	-0.478304	1.534957	2.790585	-122.789083
-0.027787	0.000099	0.877754	-0.478304	1.534957	2.790585	-122.789083
-0.027787	0.000099	0.877754	-0.478304	1.534957	2.790585	-122.789083
-0.027787	0.000099	0.877754	-0.478304	1.534957	2.790585	-122.789083
-0.014493	-0.013658	0.887444	-0.460485	-0.624640	2.195084	-125.163356
-0.014493	-0.013658	0.887444	-0.460485	-0.624640	2.195084	-125.163356
-0.014493	-0.013658	0.887444	-0.460485	-0.624640	2.195084	-125.163356
-0.014493	-0.013658	0.887444	-0.460485	-0.624640	2.195084	-125.163356
-0.014493	-0.013658	0.887444	-0.460485	-0.624640	2.195084	-125.163356
-0.011345	-0.016726	0.886072	-0.463106	-1.097004	2.039979	-124.831847
-0.011345	-0.016726	0.886072	-0.463106	-1.097004	2.039979	-124.831847
-0.011345	-0.016726	0.886072	-0.463106	-1.097004	2.039979	-124.831847
-0.011345	-0.016726	0.886072	-0.463106	-1.097004	2.039979	-124.831847
-0.011345	-0.016726	0.886072	-0.463106	-1.097004	2.039979	-124.831847
-0.010339	-0.018392	0.881171	-0.472326	-1.298469	2.039869	-123.638648
-0.010339	-0.018392	0.881171	-0.472326	-1.298469	2.039869	-123.638648
-0.010339	-0.018392	0.881171	-0.472326	-1.298469	2.039869	-123.638648
-0.010339	-0.018392	0.881171	-0.472326	-1.298469	2.039869	-123.638648
-0.010339	-0.018392	0.881171	-0.472326	-1.298469	2.039869	-123.638648
0.012181	0.020835	-0.862625	0.505268	-1.355583	2.411133	-119.310694
0.012181	0.020835	-0.862625	0.505268	-1.355583	2.411133	-119.310694
0.012181	0.020835	-0.862625	0.505268	-1.355583	2.411133	-119.310694
0.012181	0.020835	-0.862625	0.505268	-1.355583	2.411133	-119.310694
0.012181	0.020835	-0.862625	0.505268	-1.355583	2.411133	-119.310694
0.013002	0.022015	-0.834649	0.550189	-1.287325	2.632464	-113.244950
0.013002	0.022015	-0.834649	0.550189	-1.287325	2.632464	-113.244950
0.013002	0.022015	-0.834649	0.550189	-1.287325	2.632464	-113.244950
0.013002	0.022015	-0.834649	0.550189	-1.287325	2.632464	-113.244950
0.013002	0.022015	-0.834649	0.550189	-1.287325	2.632464	-113.244950
0.011774	0.022064	-0.798537	0.601426	-1.208868	2.598892	-106.056240
0.011774	0.022064	-0.798537	0.601426	-1.208868	2.598892	-106.056240
0.011774	0.022064	-0.798537	0.601426	-1.208868	2.598892	-106.056240
0.011774	0.022064	-0.798537	0.601426	-1.208868	2.598892	-106.056240
0.011774	0.022064	-0.798537	0.601426	-1.208868	2.598892	-106.056240
0.010089	0.021061	-0.756994	0.653005	-1.073035	2.451889	-98.458946
0.010089	0.021061	-0.756994	0.653005	-1.073035	2.451889	-98.458946
0.010089	0.021061	-0.756994	0.653005	-1.073035	2.451889	-98.458946
0.010089	0.021061	-0.756994	0.653005	-1.073035	2.451889	-98.458946
0.010089	0.021061	-0.756994	0.653005	-1.073035	2.451889	-98.458946
0.010441	0.020603	-0.712119	0.701679	-0.842577	2.509431	-90.864625
0.010441	0.020603	-0.712119	0.701679	-0.842577	2.509431	-90.864625
0.010441	0.020603	-0.712119	0.701679	-0.842577	2.509431	-90.864625
0.010441	0.020603	-0.712119	0.701679	-0.842577	2.509431	-90.864625
0.010441	0.020603	-0.712119	0.701679	-0.842577	2.509431	-90.864625
0.011128	0.020428	-0.712050	0.701743	-0.772766	2.551526	-90.852604
0.010419	0.018551	-0.664000	0.747430	-0.519601	2.382333	-83.245139
0.010419	0.018551	-0.664000	0.747430	-0.519601	2.382333	-83.245139
0.010419	0.018551	-0.664000	0.747430	-0.519601	2.382333	-83.245139
0.010419	0.018551	-0.664000	0.747430	-0.519601	2.382333	-83.245139
0.010515	0.018344	-0.662645	0.748635	-0.491299	2.372801	-83.036675
0.009272	0.018326	-0.614634	0.788545	-0.453284	2.309618	-75.878639
0.009272	0.018326	-0.614634	0.788545	-0.453284	2.309618	-75.878639
0.009272	0.018326	-0.614634	0.788545	-0.453284	2.309618	-75.878639
0.009272	0.018326	-0.614634	0.788545	-0.453284	2.309618	-75.878639
0.009432	0.018514	-0.613651	0.789304	-0.449167	2.338446	-75.736326
0.007277	0.017287	-0.561932	0.826971	-0.423849	2.107243	-68.400504
0.007277	0.017287	-0.561932	0.826971	-0.423849	2.107243	-68.400504
0.007277	0.017287	-0.561932	0.826971	-0.423849	2.107243	-68.400504
0.007277	0.017287	-0.561932	0.826971	-0.423849	2.107243	-68.400504
0.007645	0.017423	-0.561158	0.827490	-0.395724	2.144212	-68.293310
0.006915	0.014642	-0.510467	0.859745	-0.175316	1.847337	-61.401622
0.006915	0.014642	-0.510467	0.859745	-0.175316	1.847337	-61.401622
0.006915	0.014642	-0.510467	0.859745	-0.175316	1.847337	-61.401622
0.006915	0.014642	-0.510467	0.859745	-0.175316	1.847337	-61.401622
0.007119	0.014809	-0.510490	0.859727	-0.165037	1.875725	-61.404817
0.009035	0.010959	-0.473828	0.880503	0.316702	1.596520	-56.567937
0.009035	0.010959	-0.473828	0.880503	0.316702	1.596520	-56.567937
0.009035	0.010959	-0.473828	0.880503	0.316702	1.596520	-56.567937
0.009035	0.010959	-0.473828	0.880503	0.316702	1.596520	-56.567937
0.009136	0.011570	-0.474292	0.880244	0.292832	1.663824	-56.628990
0.014147	0.006350	-0.459023	0.888289	1.106413	1.390640	-54.641857
0.014147	0.006350	-0.459023	0.888289	1.106413	1.390640	-54.641857
0.014147	0.006350	-0.459023	0.888289	1.106413	1.390640	-54.641857
0.014147	0.006350	-0.459023	0.888289	1.106413	1.390640	-54.641857
0.013975	0.006502	-0.459749	0.887915	1.079761	1.397952	-54.735706
0.015146	0.005664	-0.461757	0.886859	1.239989	1.377173	-54.993984
0.015146	0.005664	-0.461757	0.886859	1.239989	1.377173	-54.993984
0.015146	0.005664	-0.461757	0.886859	1.239989	1.377173	-54.993984
0.015146	0.005664	-0.461757	0.886859	1.239989	1.377173	-54.993984
0.015511	0.005831	-0.461996	0.886727	1.267887	1.413806	-55.024525
0.017296	0.005239	-0.472285	0.881261	1.463741	1.465277	-56.356736
0.017296	0.005239	-0.472285	0.881261	1.463741	1.465277	-56.356736
0.017296	0.005239	-0.472285	0.881261	1.463741	1.465277	-56.356736
0.017296	0.005239	-0.472285	0.881261	1.463741	1.465277	-56.356736
0.017215	0.005205	-0.472154	0.881332	1.457612	1.457244	-56.339840
0.016294	0.005227	-0.505966	0.862384	1.307684	1.461417	-60.784143
0.016294	0.005227	-0.505966	0.862384	1.307684	1.461417	-60.784143
0.016294	0.005227	-0.505966	0.862384	1.307684	1.461417	-60.784143
0.016294	0.005227	-0.505966	0.862384	1.307684	1.461417	-60.784143
0.016005	0.004678	-0.506694	0.861965	1.309758	1.391496	-60.881179
0.022329	0.002595	-0.556863	0.830300	1.960126	1.671994	-67.669081
0.022329	0.002595	-0.556863	0.830300	1.960126	1.671994	-67.669081
0.022329	0.002595	-0.556863	0.830300	1.960126	1.671994	-67.669081
0.022329	0.002595	-0.556863	0.830300	1.960126	1.671994	-67.669081
0.021837	0.001688	-0.557411	0.829947	1.970102	1.555560	-67.745640
0.024333	-0.001008	-0.613719	0.789149	2.272822	1.620330	-75.712073
0.024333	-0.001008	-0.613719	0.789149	2.272822	1.620330	-75.712073
0.024333	-0.001008	-0.613719	0.789149	2.272822	1.620330	-75.712073
0.024333	-0.001008	-0.613719	0.789149	2.272822	1.620330	-75.712073
0.025206	-0.000997	-0.613361	0.789400	2.351846	1.681682	-75.659638
0.024885	-0.000938	-0.664860	0.746553	2.201989	1.815981	-83.339896
0.024885	-0.000938	-0.664860	0.746553	2.201989	1.815981	-83.339896
0.024885	-0.000938	-0.664860	0.746553	2.201989	1.815981	-83.339896
0.024885	-0.000938	-0.664860	0.746553	2.201989	1.815981	-83.339896
0.023681	0.002724	-0.709903	0.703896	1.689959	2.146644	-90.455214
0.023681	0.002724	-0.709903	0.703896	1.689959	2.146644	-90.455214
0.023681	0.002724	-0.709903	0.703896	1.689959	2.146644	-90.455214
0.023681	0.002724	-0.709903	0.703896	1.689959	2.146644	-90.455214
0.023681	0.002724	-0.709903	0.703896	1.689959	2.146644	-90.455214
0.023848	0.003039	-0.710482	0.703305	1.676015	2.187042	-90.549718
0.020436	0.004345	-0.746968	0.664532	1.185146	2.080571	-96.663389
0.020436	0.004345	-0.746968	0.664532	1.185146	2.080571	-96.663389
0.020436	0.004345	-0.746968	0.664532	1.185146	2.080571	-96.663389
0.020436	0.004345	-0.746968	0.664532	1.185146	2.080571	-96.663389
0.020746	0.004772	-0.746988	0.664497	1.172142	2.139691	-96.667542
0.017132	0.007154	-0.770597	0.637052	0.619326	2.035499	-100.827967
0.017132	0.007154	-0.770597	0.637052	0.619326	2.035499	-100.827967
0.017132	0.007154	-0.770597	0.637052	0.619326	2.035499	-100.827967
0.017132	0.007154	-0.770597	0.637052	0.619326	2.035499	-100.827967
0.017020	0.007504	-0.770733	0.636886	0.579782	2.051293	-100.853184
0.015230	0.008927	-0.780594	0.624789	0.292064	2.001856	-102.647197
0.015230	0.008927	-0.780594	0.624789	0.292064	2.001856	-102.647197
0.015230	0.008927	-0.780594	0.624789	0.292064	2.001856	-102.647197
0.015230	0.008927	-0.780594	0.624789	0.292064	2.001856	-102.647197
0.015382	0.008781	-0.781117	0.624133	0.314338	2.005265	-102.742952
0.013479	0.010376	-0.780820	0.624525	0.036253	1.948975	-102.691491
0.013479	0.010376	-0.780820	0.624525	0.036253	1.948975	-102.691491
0.013479	0.010376	-0.780820	0.624525	0.036253	1.948975	-102.691491
0.013479	0.010376	-0.780820	0.624525	0.036253	1.948975	-102.691491
0.013557	0.010267	-0.780555	0.624856	0.052423	1.948131	-102.642621
0.012248	0.011617	-0.781626	0.623519	-0.165483	1.927424	-102.842627
0.012248	0.011617	-0.781626	0.623519	-0.165483	1.927424	-102.842627
0.012248	0.011617	-0.781626	0.623519	-0.165483	1.927424	-102.842627
0.012248	0.011617	-0.781626	0.623519	-0.165483	1.927424	-102.842627
0.011875	0.011741	-0.782110	0.622917	-0.204730	1.902709	-102.931770
0.014484	0.013874	-0.783125	0.621541	-0.213618	2.288548	-103.128477
0.014484	0.013874	-0.783125	0.621541	-0.213618	2.288548	-103.128477
0.014484	0.013874	-0.783125	0.621541	-0.213618	2.288548	-103.128477
0.014484	0.013874	-0.783125	0.621541	-0.213618	2.288548	-103.128477
0.014833	0.014294	-0.783344	0.621247	-0.227331	2.349722	-103.170871
0.014061	0.012749	-0.783680	0.620874	-0.144607	2.170295	-103.226372
0.014061	0.012749	-0.783680	0.620874	-0.144607	2.170295	-103.226372
0.014061	0.012749	-0.783680	0.620874	-0.144607	2.170295	-103.226372
0.014061	0.012749	-0.783680	0.620874	-0.144607	2.170295	-103.226372
0.014481	0.013166	-0.783751	0.620767	-0.152470	2.237684	-103.241277
0.014120	0.012065	-0.784644	0.619669	-0.082219	2.126788	-103.402020
0.014120	0.012065	-0.784644	0.619669	-0.082219	2.126788	-103.402020
0.014120	0.012065	-0.784644	0.619669	-0.082219	2.126788	-103.402020
0.014120	0.012065	-0.784644	0.619669	-0.082219	2.126788	-103.402020
0.015033	0.012317	-0.784898	0.619320	-0.040980	2.226793	-103.450724
0.013001	0.012553	-0.785408	0.618714	-0.208156	2.060550	-103.544403
0.013001	0.012553	-0.785408	0.618714	-0.208156	2.060550	-103.544403
0.013001	0.012553	-0.785408	0.618714	-0.208156	2.060550	-103.544403
0.013001	0.012553	-0.785408	0.618714	-0.208156	2.060550	-103.544403
0.013227	0.012599	-0.785759	0.618263	-0.197459	2.084047	-103.609749
0.012728	0.013762	-0.786554	0.617238	-0.340383	2.121077	-103.761125
0.012728	0.013762	-0.786554	0.617238	-0.340383	2.121077	-103.761125
0.012728	0.013762	-0.786554	0.617238	-0.340383	2.121077	-103.761125
0.012728	0.013762	-0.786554	0.617238	-0.340383	2.121077	-103.761125
0.012976	0.013667	-0.786781	0.616944	-0.315058	2.136603	-103.803269
0.011000	0.012607	-0.787460	0.616138	-0.361160	1.883047	-103.924039
0.011000	0.012607	-0.787460	0.616138	-0.361160	1.883047	-103.924039
0.011000	0.012607	-0.787460	0.616138	-0.361160	1.883047	-103.924039
0.011000	0.012607	-0.787460	0.616138	-0.361160	1.883047	-103.924039
0.010964	0.012579	-0.787762	0.615753	-0.362094	1.877643	-103.980116
0.010182	0.012294	-0.787433	0.616194	-0.390562	1.787130	-103.917233
0.010182	0.012294	-0.787433	0.616194	-0.390562	1.787130	-103.917233
0.010182	0.012294	-0.787433	0.616194	-0.390562	1.787130	-103.917233
0.010182	0.012294	-0.787433	0.616194	-0.390562	1.787130	-103.917233
0.011091	0.012113	-0.787892	0.615594	-0.311417	1.856159	-104.002759
0.010700	0.011841	-0.788317	0.615062	-0.315662	1.801441	-104.080710
0.010700	0.011841	-0.788317	0.615062	-0.315662	1.801441	-104.080710
0.010700	0.011841	-0.788317	0.615062	-0.315662	1.801441	-104.080710
0.010700	0.011841	-0.788317	0.615062	-0.315662	1.801441	-104.080710
0.011358	0.011590	-0.788382	0.614972	-0.246786	1.843176	-104.092432
0.009595	0.012525	-0.786664	0.617180	-0.450689	1.751027	-103.774724
0.009595	0.012525	-0.786664	0.617180	-0.450689	1.751027	-103.774724
0.009595	0.012525	-0.786664	0.617180	-0.450689	1.751027	-103.774724
0.009595	0.012525	-0.786664	0.617180	-0.450689	1.751027	-103.774724
0.009723	0.012206	-0.786986	0.616774	-0.413762	1.739790	-103.833505
0.011567	0.013440	-0.774794	0.631965	-0.355830	2.000677	-101.601023
0.011567	0.013440	-0.774794	0.631965	-0.355830	2.000677	-101.601023
0.011567	0.013440	-0.774794	0.631965	-0.355830	2.000677	-101.601023
0.011567	0.013440	-0.774794	0.631965	-0.355830	2.000677	-101.601023
0.012129	0.013296	-0.775402	0.631211	-0.304296	2.039867	-101.711237
0.009866	0.015514	-0.752135	0.658752	-0.592747	2.021867	-97.583935
0.009866	0.015514	-0.752135	0.658752	-0.592747	2.021867	-97.583935
0.009866	0.015514	-0.752135	0.658752	-0.592747	2.021867	-97.583935
0.009866	0.015514	-0.752135	0.658752	-0.592747	2.021867	-97.583935
0.010340	0.015356	-0.752162	0.658718	-0.543412	2.050782	-97.588172
0.010062	0.018021	-0.722850	0.690697	-0.696896	2.260373	-92.619836
0.010062	0.018021	-0.722850	0.690697	-0.696896	2.260373	-92.619836
0.010062	0.018021	-0.722850	0.690697	-0.696896	2.260373	-92.619836
0.010062	0.018021	-0.722850	0.690697	-0.696896	2.260373	-92.619836
0.010406	0.017816	-0.724088	0.689399	-0.656735	2.271478	-92.824697
0.008650	0.018481	-0.681080	0.731925	-0.717432	2.225703	-85.892299
0.008650	0.018481	-0.681080	0.731925	-0.717432	2.225703	-85.892299
0.008650	0.018481	-0.681080	0.731925	-0.717432	2.225703	-85.892299
0.008650	0.018481	-0.681080	0.731925	-0.717432	2.225703	-85.892299
0.009195	0.017906	-0.681351	0.731680	-0.627583	2.219791	-85.932389
0.006707	0.017416	-0.627850	0.778111	-0.655415	2.035868	-77.811072
0.006707	0.017416	-0.627850	0.778111	-0.655415	2.035868	-77.811072
0.006707	0.017416	-0.627850	0.778111	-0.655415	2.035868	-77.811072
0.006707	0.017416	-0.627850	0.778111	-0.655415	2.035868	-77.811072
0.007126	0.017723	-0.628084	0.777911	-0.640795	2.093211	-77.846400
0.003463	0.017549	-0.563650	0.825820	-0.806234	1.884710	-68.642971
0.003463	0.017549	-0.563650	0.825820	-0.806234	1.884710	-68.642971
0.003463	0.017549	-0.563650	0.825820	-0.806234	1.884710	-68.642971
0.003463	0.017549	-0.563650	0.825820	-0.806234	1.884710	-68.642971
0.003984	0.017206	-0.563546	0.825896	-0.734492	1.886005	-68.627044
0.000427	0.017317	-0.488844	0.872199	-0.927852	1.754971	-58.553119
0.000427	0.017317	-0.488844	0.872199	-0.927852	1.754971	-58.553119
0.000427	0.017317	-0.488844	0.872199	-0.927852	1.754971	-58.553119
0.000427	0.017317	-0.488844	0.872199	-0.927852	1.754971	-58.553119
0.001152	0.016748	-0.489399	0.871899	-0.824553	1.738201	-58.623713
-0.001337	0.016047	-0.412161	0.910969	-0.897863	1.612201	-48.700658
-0.001337	0.016047	-0.412161	0.910969	-0.897863	1.612201	-48.700658
-0.001337	0.016047	-0.412161	0.910969	-0.897863	1.612201	-48.700658
-0.001337	0.016047	-0.412161	0.910969	-0.897863	1.612201	-48.700658
-0.000974	0.015333	-0.412291	0.910923	-0.826411	1.554694	-48.714985
-0.004000	0.014191	-0.334941	0.942124	-0.976838	1.378659	-39.154072
-0.004000	0.014191	-0.334941	0.942124	-0.976838	1.378659	-39.154072
-0.004000	0.014191	-0.334941	0.942124	-0.976838	1.378659	-39.154072
-0.004000	0.014191	-0.334941	0.942124	-0.976838	1.378659	-39.154072
-0.003518	0.013501	-0.335762	0.941844	-0.899422	1.321887	-39.252097
-0.006501	0.012256	-0.258736	0.965848	-1.083184	1.163803	-30.004117
-0.006501	0.012256	-0.258736	0.965848	-1.083184	1.163803	-30.004117
-0.006501	0.012256	-0.258736	0.965848	-1.083184	1.163803	-30.004117
-0.006501	0.012256	-0.258736	0.965848	-1.083184	1.163803	-30.004117
-0.006874	0.012236	-0.258462	0.965919	-1.123557	1.150843	-29.971963
-0.004546	0.009258	-0.192274	0.981287	-0.715281	0.940917	-22.178114
-0.004546	0.009258	-0.192274	0.981287	-0.715281	0.940917	-22.178114
-0.004546	0.009258	-0.192274	0.981287	-0.715281	0.940917	-22.178114
-0.004546	0.009258	-0.192274	0.981287	-0.715281	0.940917	-22.178114
-0.004578	0.009214	-0.192772	0.981190	-0.718384	0.934899	-22.236243
0.001491	0.006384	-0.150634	0.988568	0.058711	0.748947	-17.327328
0.001491	0.006384	-0.150634	0.988568	0.058711	0.748947	-17.327328
0.001491	0.006384	-0.150634	0.988568	0.058711	0.748947	-17.327328
0.001491	0.006384	-0.150634	0.988568	0.058711	0.748947	-17.327328
0.001187	0.007205	-0.150354	0.988605	0.010334	0.836705	-17.295277
0.008004	0.003504	-0.134722	0.990845	0.854766	0.521426	-15.481793
0.008004	0.003504	-0.134722	0.990845	0.854766	0.521426	-15.481793
0.008004	0.003504	-0.134722	0.990845	0.854766	0.521426	-15.481793
0.008004	0.003504	-0.134722	0.990845	0.854766	0.521426	-15.481793
0.007681	0.002918	-0.135416	0.990755	0.826814	0.450481	-15.562626
0.009587	0.003410	-0.138944	0.990248	1.033684	0.539597	-15.969454
0.009587	0.003410	-0.138944	0.990248	1.033684	0.539597	-15.969454
0.009587	0.003410	-0.138944	0.990248	1.033684	0.539597	-15.969454
0.009587	0.003410	-0.138944	0.990248	1.033684	0.539597	-15.969454
0.009661	0.003765	-0.139076	0.990227	1.036358	0.581198	-15.984379
0.013043	0.002625	-0.150171	0.988570	1.432572	0.521821	-17.268698
0.013043	0.002625	-0.150171	0.988570	1.432572	0.521821	-17.268698
0.013043	0.002625	-0.150171	0.988570	1.432572	0.521821	-17.268698
0.013043	0.002625	-0.150171	0.988570	1.432572	0.521821	-17.268698
0.012991	0.002752	-0.150366	0.988541	1.424391	0.535594	-17.291157
0.009948	-0.000608	-0.191835	0.981377	1.132170	0.150309	-22.119403
0.009948	-0.000608	-0.191835	0.981377	1.132170	0.150309	-22.119403
0.009948	-0.000608	-0.191835	0.981377	1.132170	0.150309	-22.119403
0.009948	-0.000608	-0.191835	0.981377	1.132170	0.150309	-22.119403
0.009982	-0.001225	-0.192894	0.981168	1.149468	0.082911	-22.243755
0.015317	0.001148	-0.248512	0.968507	1.667547	0.563605	-28.774222
0.015317	0.001148	-0.248512	0.968507	1.667547	0.563605	-28.774222
0.015317	0.001148	-0.248512	0.968507	1.667547	0.563605	-28.774222
0.015317	0.001148	-0.248512	0.968507	1.667547	0.563605	-28.774222
0.015192	0.001762	-0.248030	0.968632	1.636507	0.627378	-28.716397
0.018525	-0.000178	-0.315241	0.948831	2.021165	0.649856	-36.745790
0.018525	-0.000178	-0.315241	0.948831	2.021165	0.649856	-36.745790
0.018525	-0.000178	-0.315241	0.948831	2.021165	0.649856	-36.745790
0.018525	-0.000178	-0.315241	0.948831	2.021165	0.649856	-36.745790
0.018827	0.000013	-0.315727	0.948663	2.046771	0.682584	-36.803991
0.020704	-0.000434	-0.386478	0.922066	2.207627	0.871097	-45.464574
0.020704	-0.000434	-0.386478	0.922066	2.207627	0.871097	-45.464574
0.020704	-0.000434	-0.386478	0.922066	2.207627	0.871097	-45.464574
0.020704	-0.000434	-0.386478	0.922066	2.207627	0.871097	-45.464574
0.021103	0.000076	-0.385891	0.922303	2.227838	0.941246	-45.390506
0.021398	-0.001853	-0.458148	0.888616	2.277100	0.934748	-54.530403
0.021398	-0.001853	-0.458148	0.888616	2.277100	0.934748	-54.530403
0.021398	-0.001853	-0.458148	0.888616	2.277100	0.934748	-54.530403
0.021398	-0.001853	-0.458148	0.888616	2.277100	0.934748	-54.530403
0.021954	-0.001501	-0.457836	0.888764	2.315634	0.998980	-54.489231
0.023217	-0.003860	-0.529402	0.848045	2.491556	1.033404	-63.927433
0.023217	-0.003860	-0.529402	0.848045	2.491556	1.033404	-63.927433
0.023217	-0.003860	-0.529402	0.848045	2.491556	1.033404	-63.927433
0.023217	-0.003860	-0.529402	0.848045	2.491556	1.033404	-63.927433
0.023148	-0.003347	-0.528206	0.848794	2.455253	1.075620	-63.765103
0.023393	-0.001738	-0.597776	0.801320	2.268415	1.442984	-73.416506
0.023393	-0.001738	-0.597776	0.801320	2.268415	1.442984	-73.416506
0.023393	-0.001738	-0.597776	0.801320	2.268415	1.442984	-73.416506
0.023393	-0.001738	-0.597776	0.801320	2.268415	1.442984	-73.416506
0.024006	-0.001771	-0.597460	0.801538	2.327603	1.481042	-73.371013
0.023673	-0.002754	-0.661870	0.749240	2.242761	1.559215	-82.883496
0.023673	-0.002754	-0.661870	0.749240	2.242761	1.559215	-82.883496
0.023673	-0.002754	-0.661870	0.749240	2.242761	1.559215	-82.883496
0.023673	-0.002754	-0.661870	0.749240	2.242761	1.559215	-82.883496
0.024412	-0.003186	-0.661463	0.749573	2.339893	1.576923	-82.821576
0.023924	-0.002778	-0.719210	0.694375	2.134061	1.750935	-91.980415
0.023924	-0.002778	-0.719210	0.694375	2.134061	1.750935	-91.980415
0.023924	-0.002778	-0.719210	0.694375	2.134061	1.750935	-91.980415
0.023924	-0.002778	-0.719210	0.694375	2.134061	1.750935	-91.980415
0.025362	-0.003561	-0.718631	0.694920	2.314648	1.805265	-91.885514
0.020277	-0.000634	-0.758852	0.650948	1.568554	1.716211	-98.730106
0.020277	-0.000634	-0.758852	0.650948	1.568554	1.716211	-98.730106
0.020277	-0.000634	-0.758852	0.650948	1.568554	1.716211	-98.730106
